character,components,meaning,pinyin,tree,decomposition,story,appears_in,my_story,picture,frequency_rank,Hán Việt,Nghĩa
虞,"虍, 口, 一, 大","Concerned about, anxious, worried","yú, Yú","虞
├── 虍
└── 吴
    ├── 口
    └── 天
        ├── 一
        └── 大",⿸虍⿱口⿱一大,① worrying about going to war 吳/吴 with a tiger 虍,,,,2006,ngu," 1. Ðo đắn, dự liệu. <br>2. Sự lo. Như tại tại khả ngu 在在可虞 đâu đâu cũng đều đáng lo cả. <br>3. Yên vui. <br>4. Nhà Ngu 虞 (trong khoảng 2697-2033 trước Tây lịch). Vua Thuấn 舜 được vua Nghiêu 堯 trao ngôi vua gọi là nhà Ngu. <br>5. Nước Ngu, chỗ con cháu vua Thuấn ở. <br>6. Họ Ngu. <br>7. Tế Ngu, tế yên vị. <br>8. Lầm. <br>9. Quan lại coi việc núi chằm.<br>"
杖,"木, 丈","Cane, walking stick",zhàng,"杖
├── 木
└── 丈
    ├── 十
    └── 乂
        └── ㇒",⿰木丈,① hands 丈 holding a piece of wood 木: walking stick,,,,2007,trượng|tráng," 1. Cái gậy chống. <br>2. Kẻ chống gậy gọi là trượng. <br>3. Cái trượng dùng để đánh người. Trong năm hình, trượng hình là một. <br>4. Một âm là tráng. Cầm, tựa.<br>"
携,"扌, 隹, 𠄎, 丿","Lead by hand, take with, carry",xié,"携
├── 扌
└── 隽
    ├── 隹
    └── 乃
        ├── ㇎
        └── 丿",⿰扌⿱隹⿹𠄎丿,① hand 扌 making someone revolve 雟: lead ② ⓢ hand 扌 leading pregnant bird 隽,,,,2008,huề, 1. Tục dùng như chữ huề 攜.<br>
脏,"月, 广, 土","Internal organs, viscera","zàng, zāng","脏
├── 月
└── 庄
    ├── 广
    └── 土",⿰月⿸广土,① hidden 藏/蔵 in flesh 月 ② ⓢ things housed 庄 in the flesh 月,,,,2009,tạng," 1. Tạng, một danh từ để gọi tóm các khí quan ở trong bụng. Tim, gan, lá lách, phổi, bầu dục. tâm, can, tì, phế, thận 心、肝、脾、肺、腎, gọi là ngũ tạng 五臟. Xem lục phủ 六腑.<br>"
汪,"氵, 王","expanse of water, ooze, (onom.) bark, classifier for liquids: pool, puddle, surname Wang","wāng, Wāng","汪
├── 氵
└── 王",⿰氵王,,,,,2010,uông, 1. Sâu rộng.<br>
舅,"臼, 田, 力",maternal uncle,jiù,"舅
├── 臼
└── 男
    ├── 田
    └── 力",⿱臼⿱田力,,,,,2011,cữu," 1. Cậu, anh em với mẹ gọi là cữu. <br>2. Bố chồng. <br>3. Chồng gọi bố vợ là ngoại cữu 外舅. Các anh em vợ cũng gọi là cữu cả, như ta nói các cậu.<br>"
斥,"斤, 丶","Scold, upbraid, accuse, reproach, withdraw, retreat",chì,"斥
├── 斤
└── 丶",⿻斤丶,① rs. make a man 屰 leave the house 广:  → 㡿 → 𠩋 → 斥 ② ⓢ axe 斤 used for threatening someone 丶,,,,2012,xích," 1. Ðuổi, gạt ra. <br>2. Chê, bác. Như chỉ xích 指斥 chỉ chỗ lầm ra mà bác đi. <br>3. Bới thấy. Như sung xích 充斥 bới thấy rất nhiều. Sự vật đầy dẫy cũng gọi là sung xích. <br>4. Dò xem. Như xích hậu 斥候 dò xét xem tình hình quân địch thế nào. <br>5. Khai thác. Như xích thổ 斥土 khai thác đất cát. <br>6. Ðất mặn.<br>"
嫂,"女, 臼, 丨, 又","older brother's wife, sister-in-law",sǎo,"嫂
├── 女
└── 叟
    ├── 37689
    │   ├── 臼
    │   └── 丨
    └── 又",⿰女⿱⿻臼丨又,,,,,2013,tẩu, 1. Chị dâu. Phàm người nào mình gọi bằng anh thì vợ người ấy mình đều gọi là tẩu.<br>
呵,"口, 一, 亅","variant of 啊[a1], expel breath, my goodness","ā, hē","呵
├── 口
└── 可
    ├── 丁
    │   ├── 一
    │   └── 亅
    └── 口",⿰口⿹⿱一亅口,,,,,2014,#N/A,#N/A
戚,"厂, 戈, ⺊, 一, 小","Relative, be related to, sad, grieve","qī, Qī","戚
├── 戊
│   ├── 厂
│   └── 戈
└── 尗
    ├── 上
    │   ├── ⺊
    │   └── 一
    └── 小",⿵⿻厂戈⿱⿱⺊一小,① beans 尗 planted next to each other (relatives) cut by a sickle 戊: grieve,,,,2015,thích," 1. Thương. Như ai thích chi dong 哀戚之容 cái dáng thương xót. <br>2. Lo, phàm sự gì đáng lo đều gọi là thích. Như hưu thích tương quan 休戚相關 mừng lo cùng quan hệ. <br>3. Thân thích, họ ngoại gọi là ngoại thích 外戚. <br>4. Cái thích, tức là cái búa, ngày xưa dùng làm đồ binh. <br>5. Một thứ để múa trong lúc hòa nhạc.<br>"
谥,"讠, 丷, 一, 八, 皿","posthumous name or title, to confer a posthumous title, variant of 諡|谥[shi4], smiling face","shì, yì","谥
├── 讠
└── 益
    ├── 38276
    │   ├── 䒑
    │   │   ├── 丷
    │   │   └── 一
    │   └── 八
    └── 皿",⿰讠⿱⿱⿱丷一八皿,,,,,2016,#N/A,#N/A
吩,"口, 八, 刀","leave instructions, to order",fēn,"吩
├── 口
└── 分
    ├── 八
    └── 刀",⿰口⿱八刀,,,,,2017,phân, 1. Phân phó 吩咐 dặn bảo. Tiếng người trên dặn bảo kẻ dưới.<br>
斋,"文, 而","Pious, respectful, chaste, pure, abstain from meat, fast, purify oneself",zhāi,"斋
├── 文
└── 而",⿱文而,① rs. pray for 示 grain 齊/齐 ② ⓢ bearded 而 cultured 文 person in a room: pious,,,,2018,trai," 1. Tâm chí chuyên chú cả vào một cái. Ngày xưa sắp tế lễ tất kiêng rượu, kiêng thịt, ngủ nhà riêng gọi là trai giới 齋戒. <br>2. Cái trái ngoài, cái nhà riêng để ở trong lúc sắp tế lễ gọi là trai. Cái phòng riêng để học gọi là thư trai 書齋. <br>3. Ăn chay, anh rau dưa. <br>4. Cơm của sư ăn gọi là trai. <br>5. Thết cơm sư ăn cũng gọi là trai. <br>6. Sư làm đàn cầu cúng gọi là trai tiếu 齋醮.<br>"
宠,"宀, 龙","to love, to pamper, to spoil, to favor",chǒng,"宠
├── 宀
└── 龙",⿱宀龙,,,,,2019,sủng," 1. Yêu, ân huệ, vẻ vang. <br>2. Tục gọi vợ lẽ là sủng, nên lấy vợ lẽ gọi là nạp sủng 納寵.<br>"
羞,"羊, 刀, 二","Disgrace, shame, ashamed, shy",xiū,"羞
├── 羊
└── 丑
    ├── 刀
    └── 二",⿸羊⿻刀二,"① rs. originally to present a sheep 羊 with the hand 丑 ② hand 丑 fondling a goat 羊: disgrace, one should be ashamed of such handlings",,,,2020,tu," 1. Dâng đồ ăn. <br>2. Ðồ ăn ngon, đồ ăn gì ngon cũng gọi là tu. Như trân tu 珍羞. <br>3. Xấu hổ, thẹn thùng. Như hàm tu 含羞 có vẻ thẹn thùng.<br>"
吊,"口, 巾","Condole, mourn, pity; hang",diào,"吊
├── 口
└── 巾",⿱口巾,① rs. mourning person dressed in hanging clothes  → 弔; lit. person 丨 wearing a bow 弓 ② clothes on a hanger: 吊,悔 悼 喪 忌; 葬; 弟,,,2021,điếu, 1. Cũng như chữ điếu 弔.<br>
嘛,"口, 广, 木","modal particle indicating that sth is obvious, particle indicating a pause for emphasis",ma,"嘛
├── 口
└── 麻",⿰口⿸广⿰木木,,,,,2022,ma, 1. Lạt ma 喇嘛 hiệu riêng của nhà sư bên Tây-tạng.<br>
肠,"月, 𠃓","Intestines, emotions, sausage",cháng,"肠
├── 月
└── 𠃓
    ├── ㇎
    └── 37125
        └── ㇒",⿰月𠃓,① what one finds when opening up 昜 the flesh 月 of an animal,,,,2023,tràng|trường," 1. Ruột. Phần nhỏ liền với dạ dầy gọi là tiểu tràng 小腸 ruột non, phần to liền với lỗ đít gọi là đại tràng 大腸 ruột già. Còn đọc là trường. <br>2. Ðoạn tràng 斷腸 rất đau lòng. Lý Bạch 李白. Nhất chi hồng diễm lộ ngưng hương, Vân vũ Vu sơn uổng đoạn trường 一枝紅艷露凝香，雲雨巫山枉斷腸 Nàng (Dương Quí Phi 楊貴妃) như một cành hồng đẹp phủ móc đọng hương, (khiến cho) thần nữ mây mưa ở Vu sơn cũng phải đứt ruột.<br>"
肝,"月, 干",Liver,gān,"肝
├── 月
└── 干",⿰月干,① part of the body 月 which can dry out 干 (in cirrhosis),,,,2024,can," 1. Gan, một cơ quan sinh ra nước mật, ở mé tay phải bên bụng, sắc đỏ lờ lờ, có bốn lá. <br>2. Can đảm, gan góc.<br>"
轿,"车, 丿, 大, 丨","sedan chair, palanquin, litter",jiào,"轿
├── 车
└── 乔
    ├── 夭
    │   ├── ㇒
    │   └── 大
    └── 10001
        └── 丨",⿰车⿱⿱丿大⿰丿丨,,,,,2025,kiệu, 1. Cái xe nhỏ. <br>2. Cái kiệu làm bằng tre.<br>
雕,"⺆, 土, 口, 隹","Carve, decorate, emaciated",diāo,"雕
├── 周
│   ├── 田
│   └── 口
└── 隹",⿰⿵⺆⿱土口隹,① marks 彡 in a circle 周: carved decoration,,,,2026,điêu," 1. Con diều hâu, có khi viết là 鵰. <br>2. Chạm khắc ngọc, nói rộng ra thì các lối chạm trổ gọi là điêu cả. Luận ngữ 論語. Hủ mộc bất khả điêu dã, phẩn thổ chi tường bất khả ô dã 朽木不可雕也，糞土之牆不可杇 也 (Công Dã Tràng 公冶長) gỗ mục không thể chạm khắc được, vách bằng đất dơ không thể trát được.<br>"
湿,"氵, 日, ⼋, ⼁, ⼀","Damp, wet, moist",shī,"湿
├── 氵
└── 显
    ├── 日
    └── 业
        ├── 37859
        │   ├── 10001
        │   │   └── 丨
        │   └── 丷
        └── 一",⿰氵⿱日⿱⿻⼋⿰⼁⼁⼀,① visibly 㬎/显 in water 氵 ② water 氵 as mist rising from the ground under the sun 日,,,,2027,thấp|chập," 1. Ướt, ẩm thấp. <br>2. Một âm là chập. Chập chập 濕濕 tai trâu ve vẩy.<br>"
琼,"王, 亠, 口, 小","jasper, fine jade, beautiful, exquisite (e.g. wine, food), abbr. for Hainan province",qióng,"琼
├── 王
└── 京
    ├── 37045
    │   ├── 亠
    │   └── 口
    └── 小",⿰王⿳亠口小,,,,,2028,quỳnh," 1. Ngọc quỳnh. <br>2. Minh quỳnh 明瓊 một thứ trò chơi ngày xưa. <br>3. Tên gọi khác của đảo Hải Nam (海南島), Trung quốc.<br>"
娇,"女, 丿, 大, 丨","lovable, pampered, tender, delicate, frail",jiāo,"娇
├── 女
└── 乔
    ├── 夭
    │   ├── ㇒
    │   └── 大
    └── 10001
        └── 丨",⿰女⿱⿱丿大⿰丿丨,,,,,2029,kiều," 1. Có ý mềm mại đáng yêu, nên xưa kia gọi con gái là a kiều 阿嬌.<br>"
昂,"日, 卩","Rise, raise, proud, bold, upright, lofty",áng,"昂
├── 日
└── 卬
    ├── 37143
    │   ├── ㇒
    │   └── ㇗
    └── 卩",⿱日⿰&CDP-8CBD;卩,① rise boldly like the sun 日 to lofty 卬 heights,,,,2030,ngang," 1. Giơ cao. Như ngang thủ 昂首 nghển đầu, đê ngang 低昂 cúi ngửa. Thái độ cao cả gọi là hiên ngang 軒昂 hay ngang tàng 昂藏, ý khí phấn phát gọi là kích ngang 激昂, v.v. <br>2. Giá cao, giá đắt. Nguyễn Du 阮攸. Mễ giá bất thậm ngang 米價不甚昂 giá gạo không cao quá.<br>"
弦,"弓, 亠, 幺","String, hypotenuse, crescent",xián,"弦
├── 弓
└── 玄",⿰弓⿱亠幺,① strings 玄 of a bow 弓 like strings of an instrument,,,,2031,huyền," 1. Dây cung. <br>2. Ðàn, một thứ âm nhạc lấy tơ căng để gảy hay kéo cho kêu, nay thường dùng chữ huyền 絃. <br>3. Tuần huyền, lúc mặt trăng mới hiện nên nửa hình như cái cung nên gọi là huyền. Lịch ta chia ngày 7, 8 là thượng huyền 上弦, ngày 22, 23 là hạ huyền 下弦 <br>4. Mạch huyền. Sách thuốc nói xem mạch thấy mạch chạy găng mà mau như thể dương cung gọi là mạch huyền. <br>5. Cổ nhân ví vợ chồng như đàn cầm, đàn sắt, cho nên góa vợ gọi là đoạn huyền 斷弦, lấy vợ kế gọi là tục huyền 續弦.<br>"
顷,"匕, 页","Time, about, toward, incline","qīng, qǐng","顷
├── 匕
└── 页",⿰匕页,① rs. a man 匕 leaning his head 頁: incline; only for a short time,,,,2032,khoảnh|khuynh|khuể," 1. Thửa ruộng trăm mẫu. <br>2. Vụt chốc. Như nga khoảnh 俄頃 vụt chốc, khoảnh khắc 頃刻 giây lát, v.v. <br>3. Một âm là khuynh. Nghiêng lệch, cùng nghĩa với chữ khuynh 傾. <br>4. Lại một âm là khuể. Nửa bước.<br>"
沃,"氵, 丿, 大","Water, irrigate, fertile, rich",wò,"沃
├── 氵
└── 夭
    ├── ㇒
    └── 大",⿰氵⿱丿大,① young man 夭 using water 氵 to irrigate his fields,,,,2033,ốc," 1. Rót vào, bón tưới, lấy chất lỏng đặc nồng béo rót vào gọi là ốc. <br>2. Béo tốt, tốt màu. Như ốc thổ 沃土 đất tốt. <br>3. Khải ốc 啟沃 bầy tôi khéo khuyên điều phải khiến vua tin nghe. <br>4. Mềm. <br>5. Màu mỡ.<br>"
舆,"彐, 一, 八, 车","Cart, palanquin, public opinion",yú,"舆
├── 38346
│   ├── 臼
│   └── 车
└── 35189
    ├── 一
    └── 八",⿶⿳⿰&CDP-8CAC;彐一八车,"① rs. cart 車 and many hands 舁: carrying a sudan chair, the world is looking on while it passes",,,,2034,dư," 1. Cái xe tải đồ, cái kiệu khiêng bằng đòn gọi là kiên dư 肩輿. <br>2. Ðất rộng mà chở cả muôn vật, nên gọi đất là địa dư 地輿. Trời đất gọi là kham dư 堪輿 kham là nói về đạo trời, dư là nói về đạo đất, vì thế kẻ xem đất (thầy địa lý) cũng gọi là kham dư. <br>3. Số đông, lời bàn luận của số đông người gọi là dư luận 輿論.<br>"
猫,"犭, 艹, 田",Cat,māo,"猫
├── 犭
└── 苗
    ├── 艹
    └── 田",⿰犭⿱艹田,① animal the size of a dog 犭 with whiskers like seedlings 苗; it is easily mistaken for a dog 犭 when it runs through the sprouting fields 苗,,,,2035,miêu, 1. Tục dùng như chữ miêu 貓.<br>
笼,"竹, 龙","Cage, cage-like basket, bamboo food steamer","lóng, lǒng","笼
├── ⺮
└── 龙",⿱竹龙,① steaming dragon 龍/龙/竜 locked away in a bamboo 竹 cage,,,,2036,lung|lộng," 1. Cái lồng đan bằng tre để đựng đồ hay đậy đồ. <br>2. Cái bu, để nhốt chim gà. Bắt người giam lại gọi là tù lung 囚籠. <br>3. Một âm là lộng. Cái hòm đan bằng tre.<br>"
晕,"日, 冖, 车","confused, dizzy, giddy, to faint, to swoon, to lose consciousness, to pass out, dizzy, halo, ring around moon or sun","yūn, yùn","晕
├── 日
└── 军
    ├── 冖
    └── 车",⿱日⿱冖车,,,,,2037,vựng," 1. Vừng sáng của mặt trời mặt trăng. <br>2. Mê, quáng. Như đầu vựng 頭暈 đầu váng, ngồi lên thấy cảnh vật đều quay tít, mục vựng 目暈 mắt quáng. Ðang ngồi đứng dậy sầm tối mặt lại ngã ra cũng gọi là vựng.<br>"
潘,"氵, 釆, 田",Water in which rice has been rinsed,Pān,"潘
├── 氵
└── 番
    ├── 釆
    └── 田",⿰氵⿱釆田,① water 氵 used to wash rice from the fields 番,,,,2038,phan, 1. Nước vo gạo. <br>2. Họ Phan.<br>
姻,"女, 囗, 大","Relatives by marriage, marriage, matrimony",yīn,"姻
├── 女
└── 因
    ├── 囗
    └── 大",⿰女⿴囗大,① woman 女 imprisoning a man 因,,,,2039,nhân," 1. Nhà trai. <br>2. Bố vợ gọi là hôn 婚, bố chồng gọi là nhân 姻. hai chữ này nay hay dùng lẫn lộn, nên gọi sự kết hôn là đề nhân 締姻. <br>3. Tục gọi các bà con bên ngoại là nhân, cũng viết là 婣.<br>"
诣,"讠, 匕, 日","Reach, achievement, accomplishment, call on",yì,"诣
├── 讠
└── 旨
    ├── 匕
    └── 日",⿰讠⿱匕日,① reach a place with the purpose 旨 to speak 言: call on somebody thus achieving,,,,2040,nghệ," 1. Đến, đến thẳng tận nơi gọi là nghệ. Như xu nghệ 趨詣 đến thăm tận nơi. <br>2. Cái cõi đã tới. Như học thuật tháo nghệ 學術造詣 chỗ đã học hiểu tới, trình độ học thuật.<br>"
勾,"勹, 厶","Hook, join, connect, entice","gōu, gòu, Gōu","勾
├── 勹
└── 厶",⿹勹厶,① hook 厶 inside the mouth 勹 of a fish,,,,2041,câu," 1. Cong. Câu cổ 勾股 tên riêng của khoa học tính. Ðo hình tam giác, đường ngang gọi là câu 勾, đường dọc gọi là cổ 股. <br>2. Ngoặc đi. Ngoặc bỏ đoạn mạch trong văn bài đi gọi là câu. Như nhất bút câu tiêu 一筆勾消 ngoặc một nét bỏ đi. <br>3. Móc lấy, như câu dẫn 勾引 dụ đến. Nay dùng nghĩa như chữ bộ 捕 (bắt) là do ý ấy. Như câu nhiếp 勾攝 dụ bắt.<br>"
碗,"石, 宀, 夕, 㔾","Bowl, small dish",wǎn,"碗
├── 石
└── 宛
    ├── 宀
    └── 夗
        ├── 夕
        └── 㔾",⿰石⿱宀⿰夕㔾,① stone 石 bowl a man eats from before going to sleep in his house 宛,,,,2042,oản, 1. Tục dùng như chữ oản 盌.<br>
