character,components,meaning,pinyin,tree,decomposition,story,appears_in,my_story,picture,frequency_rank,Hán Việt,Nghĩa
蚬,"虫, 见",Cyclina orientalis,xiǎn,"蚬
├── 虫
└── 见",⿰虫见,,,,,4969,hiện, 1. Con hến. <br>2. Con sâu kèn.<br>
钾,"钅, 甲",potassium (chemistry),jiǎ,"钾
├── 钅
└── 甲
    ├── 冂
    └── 37024
        ├── 二
        └── 丨",⿰钅甲,,,,,4970,giáp," 1. Một nguyên chất về hóa học tìm ở các loài kim ra, sắc trắng như bạc, chất mềm như sáp, dễ tan dễ nấu, dùng làm nguyên liệu để đúc kính và làm xà phòng (Potassium, Kalium, Ka).<br>"
荪,"艹, 子, 小",fragrant grass,sūn,"荪
├── 艹
└── 孙
    ├── 子
    └── 小",⿱艹⿰子小,,,,,4971,tôn, 1. Một thứ cỏ thơm. Một tên là khê tôn 溪蓀. Xem thạch xương bồ 石昌蒲.<br>
謇,"宀, ⼶, ⼀, 一, 八, 言",to speak out boldly,jiǎn,"謇
├── 37199
│   ├── 宀
│   └── 37056
│       ├── 𠀎
│       │   ├── 井
│       │   │   ├── 10001
│       │   │   │   └── 丨
│       │   │   └── 二
│       │   └── 一
│       └── 八
└── 言",⿱⿳宀⿱⿻⼶⼀一八言,,,,,4972,kiển, 1. Khó nói. Như ngữ ngôn kiển sáp 語言謇澀 nói năng ngượng nghịu như thể khó khăn mới nói ra được một tiếng vậy. <br>2. Lời nói thẳng. Như đại thần hữu kiển ngạc chi tiết 大臣有謇諤之節 bầy tôi lớn có cái khí tiết nói thẳng can vua. <br>3. Dùng làm tiếng phát ngữ.<br>
缈,"纟, 目, 小, 丿",indistinct,miǎo,"缈
├── 纟
└── 眇
    ├── 目
    └── 少
        ├── 小
        └── 丿",⿰纟⿰目⿱小丿,,,,,4973,miểu|diểu," 1. Phiếu miểu 飄緲 thăm thẳm, xa tít mù. Ta quen đọc là chữ diểu.<br>"
腴,"月, 臼, 人","fat on belly, fertile, rich",yú,"腴
├── 月
└── 臾
    ├── 人
    └── 臼",⿰月⿻臼人,,,,,4974,du," 1. Chỗ sệ bụng, chỗ thịt béo nhũn đều gọi là du. <br>2. Dày đẹp, béo tốt. Như đất ruộng tốt gọi là cao du 膏腴. <br>3. Ruột lợn, ruột chó.<br>"
蝙,"虫, 户, 冂, 十, 丨",Bat,biān,"蝙
├── 虫
└── 扁
    ├── 户
    └── 𠕁
        ├── 冂
        └── 艹",⿰虫⿸户⿵冂⿻十丨,① when you open the door to read bamboo books 扁 this snake 虫 like creature flies out in winter,,,,4975,biên|biển," 1. Biên bức 蝙蝠 con dơi. Dơi có hai cánh như loài chim, bốn chân như loài thú, xếp vào loài nào cũng được, vì thế kẻ nào đòn cân hai đầu, cứ bè nào mạnh thì theo gọi là phái biên bức. Ta quen đọc là chữ biển.<br>"
莩,"艹, 爫, 子","membrane lining inside a cylindrical stem, culm, used for 殍 piǎo, to die of starvation","fú, piǎo","莩
├── 艹
└── 孚
    ├── 爫
    └── 子",⿱艹⿱爫子,,,,,4976,phu," 1. Cái màng bao ngoài cái mầm các giống thực vật mới nở. <br>2. Gia phu 葭莩 cái mạng mỏng trong thân cây lau, người ta thường bóc ra để làm mạng sáo. Vì nó mỏng mà lại ở trong thân cây, nên đời sau gọi họ xa là gia phu. <br>3. Một âm là biễu. Cùng nghĩa với chữ biễu 殍 chết đói.<br>"
蛳,"虫, 丨, 丿, 一, 巾",snail,sī,"蛳
├── 虫
└── 师
    ├── 37207
    │   └── 37255
    └── 帀
        ├── 一
        └── 巾",⿰虫⿰⿰丨丿⿱一巾,,,,,4977,si|tư|sư, 1. Loa sư 螺螄. Xem chữ loa 螺. Cũng đọc là si hay tư.<br>
酚,"酉, 八, 刀",phenol,fēn,"酚
├── 酉
└── 分
    ├── 八
    └── 刀",⿰酉⿱八刀,,,,,4978,#N/A,#N/A
芰,"艹, 十, 又","Trapa natans, water caltrop",jì,"芰
├── 艹
└── 支",⿱艹⿱十又,,,,,4979,kị, 1. Một thứ củ ấu có bốn cạnh. Củ có hai cạnh gọi là lăng 菱.<br>
妲,"女, 日, 一",female personal name (archaic),Dá,"妲
├── 女
└── 旦
    ├── 日
    └── 一",⿰女⿱日一,,,,,4980,đát, 1. Ðát kỉ 妲己 vợ vua Trụ nhà Ân.<br>
庥,"广, 亻, 木","protection, shade",xiū,"庥
├── 广
└── 休
    ├── 亻
    └── 木",⿸广⿰亻木,,,,,4981,hưu, 1. Cũng như chữ hưu 休<br>
攥,"扌, 竹, 目, 大, 糸","to hold, to grip, to grasp",zuàn,"攥
├── 扌
└── 纂
    ├── ⺮
    └── 37442
        ├── 37140
        │   ├── 目
        │   └── 大
        └── 糸",⿰扌⿱⿳竹目大糸,,,,,4983,#N/A,#N/A
峋,"山, 勹, 日",ranges of hills,xún,"峋
├── 山
└── 旬
    ├── 勹
    └── 日",⿰山⿹勹日,,,,,4984,tuân, 1. Lân tuân 嶙峋 chỗ sườn núi chập trùng hom hỏm.<br>
芟,"艹, 𠘧, 又","to cut down, to mow, to eliminate, scythe",shān,"芟
├── 艹
└── 殳",⿱艹⿱𠘧又,,,,,4985,sam, 1. Cắt cỏ. <br>2. Cái liềm phạt.<br>
撺,"扌, 宀, 八, 口, 丨","rush, stir up, throw, fling, hurry, rage",cuān,"撺
├── 扌
└── 窜
    ├── 穴
    └── 串
        └── 中",⿰扌⿱⿱宀八⿻口⿻口丨,,,,,4986,thoán, 1. Ném. <br>2. Dẫn dụ người làm bậy gọi là thoán xuyết 攛掇.<br>
盱,"目, ⼲, ⼅","anxious, stare, surname Xu","xū, Xū","盱
├── 目
└── 于
    ├── 干
    └── 亅",⿰目⿻⼲⼅,,,,,4987,hu," 1. Trợn mắt lên, trợn mắt cau mày gọi là hu hành 盱衡. <br>2. Lo. <br>3. To, lớn. <br>4. Tên một thứ cỏ.<br>"
赭,"土, 耂, 日",ocher,zhě,"赭
├── 赤
└── 者
    ├── 耂
    └── 日",⿰⿱土&CDP-8CB5;⿸耂日,,,,,4988,giả," 1. Thứ đất đỏ tức là đá giả thạch 赭石 một thứ đá đỏ như son của ta thường dùng vậy. <br>2. Sắc đỏ như giả y 赭衣 áo đỏ nhờ nhờ, một thứ áo của tù ngày xưa mặc.<br>"
狰,"犭, 𠂊, ⺺, 亅","hideous, fierce-looking",zhēng,"狰
├── 犭
└── 争
    ├── ⺈
    └── 37508
        ├── ⺕
        └── 亅",⿰犭⿱𠂊⿻⺺亅,,,,,4989,tranh, 1. Tranh nanh 猙獰 dữ tợn (mặt mũi dữ tợn).<br>
嚏,"口, 十, 冖, 田, 疋",Sneeze,tì,"嚏
├── 口
└── 疐
    ├── 38200
    │   ├── 37400
    │   │   ├── 十
    │   │   └── 冖
    │   └── 田
    └── 疋",⿰口⿳⿱十冖田疋,① falls 疐 from the mouth 口,,,,4991,đế|sí, 1. Hắt hơi. Ta quen đọc là chữ sí.<br>
艉,"舟, 尸, 毛",aft,wěi,"艉
├── 舟
└── 尾
    ├── 尸
    └── 毛",⿰舟⿸尸毛,,,,,4992,#N/A,#N/A
祧,"礻, ⼎, ⼉",ancestral hall,tiāo,"祧
├── 礻
└── 兆
    ├── 儿
    └── 37036
        ├── 冫
        └── 90011
            └── 冫",⿰礻⿲⼎⼉⼎,,,,,4993,thiêu|diêu," 1. Nhà thờ để thần chủ đã lâu đời. Như tổ tiên đã quá xa, lễ định thiên thần chủ đi chỗ khác. Ta quen đọc là chữ diêu.<br>"
镣,"钅, 大, 丷, 日, 小","fetters, leg-irons, shackles",liào,"镣
├── 钅
└── 尞
    ├── 𡗜
    │   ├── 大
    │   └── 丷
    └── 37186
        ├── 日
        └── 小",⿰钅⿱⿱⿻大丷日小,,,,,4994,liêu, 1. Cái khóa sắt. Một thứ đồ hình dùng để khóa trói người tù.<br>
芩,"艹, 人, 丶, ㇇",Phragmites japonica,qín,"芩
├── 艹
└── 今
    ├── 亽
    │   ├── 人
    │   └── 丶
    └── ㇇",⿱艹⿱⿱人丶㇇,,,,,4995,cầm," 1. Cỏ cầm, mọc ở các chỗ thấp ướt (Phragmites japonica). <br>2. Hoàng cầm 黄芩 một thứ cỏ, rễ dùng làm thuốc được. Thứ nào để lâu, trong lòng rỗng, ngoài vàng, trong đen gọi là phiến cầm 片芩. Thứ mới đào, trong đặc gọi là điều cấm 條芩.<br>"
姗,"女, 册","to deprecate, lithe (of a woman's walk), leisurely, slow",shān,"姗
├── 女
└── 册
    └── 27020",⿰女册,,,,,4996,san|tiên, 1. San tiếu 姍笑 chê cười. <br>2. Một âm là tiên. Tiên tiên 姍姍 dáng con gái đi tha thướt.<br>
螃,"虫, 亠, 丷, 冖, 方",crab,páng,"螃
├── 虫
└── 旁
    ├── 37490
    │   ├── 37159
    │   │   ├── 亠
    │   │   └── 丷
    │   └── 冖
    └── 方",⿰虫⿱⿱⿱亠丷冖方,,,,,4997,bàng, 1. Bàng kì 螃蜞 con cáy. <br>2. Bàng giải 螃蟹 con cua.<br>
髁,"月, 日, 木",condyles,kē,"髁
├── 骨
└── 果
    ├── 田
    └── 木",⿰⿱&CDP-89A9;月⿻日木,,,,,4998,khỏa, 1. Xương đùi.<br>
芏,"艹, 土",see 茳芏[jiang1 du4],dù,"芏
├── 艹
└── 土",⿱艹土,,,,,4999,#N/A,#N/A
腌,"月, 大, 电","variant of 醃|腌[yan1], to salt, to pickle, to cure (meat), to marinate",yān,"腌
├── 月
└── 奄
    ├── 大
    └── 电
        ├── 申
        │   ├── 日
        │   └── 丨
        └── 乚",⿰月⿱大电,,,,,5000,yêm," 1. Ướp, lấy muối ướp các thứ thịt cá cho khỏi thiu thối gọi là yêm. <br>2. Tục gọi mùi hôi thối không sạch là yêm châm 腌臢.<br>"
陉,"阝, ス, 工","border the stove, defile, pass",xíng,"陉
├── 阝
└── 37030
    ├── 龴
    │   └── 厶
    └── 工",⿰阝⿱ス工,,,,,5001,#N/A,#N/A
飙,"犬, 几, 㐅","whirlwind, violent wind",biāo,"飙
├── 猋
│   └── 犬
└── 风",⿰⿱犬⿰犬犬⿵几㐅,,,,,5002,tiên," 1. Gió dữ, gió táp, gió giật. Như cuồng tiên 狂飆 giông tố, bão táp.<br>"
郅,"一, 厶, 土, 阝","extremely, very, surname Zhi","zhì, Zhì","郅
├── 至
└── 阝",⿰⿱⿱一厶土阝,,,,,5003,chất|chí," 1. Úc Chất 郁郅 tên một huyện nhà Hán. <br>2. Ðến, rất mực. Như chất trị 郅治 rất bình trị, thịnh trị. Ta quen đọc là chữ chí. <br>3. Họ Chất.<br>"
褡,"衤, 艹, 人, 一, 口","pouch, sleeveless jacket",dā,"褡
├── 衤
└── 荅
    ├── 艹
    └── 合
        ├── 亼
        │   ├── 人
        │   └── 一
        └── 口",⿰衤⿱艹⿱⿱人一口,,,,,5004,đáp, 1. Áo trấn thủ (cộc tay).<br>
粝,"米, 厂, 一, 丿, 𠃌",coarse rice,lì,"粝
├── 米
└── 厉
    ├── 厂
    └── 万
        ├── 一
        └── 37184
            ├── 丿
            └── ㇆",⿰米⿸厂⿱一⿰丿𠃌,,,,,5005,#N/A,#N/A
溟,"氵, 冖, 日, 亠, 八","to drizzle, sea",míng,"溟
├── 氵
└── 冥
    ├── 冖
    └── 昗
        ├── 日
        └── 六
            ├── 亠
            └── 八",⿰氵⿱冖⿱日⿱亠八,,,,,5006,minh, 1. Bể. Như Nam minh 南溟 bể Nam. <br>2. Mưa nhỏ.<br>
魈,"鬼, ⺌, 月","elf, demon",xiāo,"魈
├── 鬼
└── 肖
    ├── ⺌
    └── 月",⿺鬼⿱⺌月,,,,,5007,tiêu, 1. Sơn tiêu 山魈 một vật yêu quái đêm hay ra nạt người.<br>
艿,"艹, 𠄎, 丿",see 芋艿[yu4 nai3],nǎi,"艿
├── 艹
└── 乃
    ├── ㇎
    └── 丿",⿱艹⿹𠄎丿,,,,,5008,#N/A,#N/A
钛,"钅, 大, 丶",titanium (chemistry),tài,"钛
├── 钅
└── 太
    ├── 大
    └── 丶",⿰钅⿵大丶,,,,,5009,#N/A,#N/A
泞,"氵, 宀, 一, 亅",muddy,nìng,"泞
├── 氵
└── 宁
    ├── 宀
    └── 丁
        ├── 一
        └── 亅",⿰氵⿱宀⿱一亅,,,,,5011,nính, 1. Nê nính 泥濘 bùn lầy.<br>
籁,"竹, 木, 口, 𠂊, 贝","a sound, a noise, musical pipe with 3 reeds",lài,"籁
├── ⺮
└── 赖
    ├── 束
    │   ├── 木
    │   └── 口
    └── 负
        ├── ⺈
        └── 贝",⿱竹⿰⿻木口⿱𠂊贝,,,,,5012,lại," 1. Cái tiêu. <br>2. Phàm những chỗ hư không phát ra tiếng đều gọi là lại. Như thiên lại 天籟 tiếng trời, địa lại 地籟 tiếng đất, v.v.<br>"
鬯,⾿,"Sacrificial wine, unhindered, rad. 192",chàng,鬯,⾿,① rs. container full of rice:  → 鬯,,,,5013,sưởng, 1. Rượu nếp. Dùng nghệ ướp gạo nếp gây thành rượu gọi là sưởng. Dùng để cúng tế quỷ thần gọi là rượu cự sưởng 秬鬯. <br>2. Cùng nghĩa với chữ sướng 暢.<br>
芗,"艹, 乡","aromatic herb used for seasoning, variant of 香[xiang1]",xiāng,"芗
├── 艹
└── 乡
    ├── 99836
    │   └── ㇛
    └── 丿",⿱艹乡,,,,,5014,hương," 1. Hơi cơm, hơi lúa, mùi thơm của thóc gạo. <br>2. Thơm.<br>"
鳃,"𠂊, 田, 一, 心",gills of fish,sāi,"鳃
├── 鱼
└── 思
    ├── 田
    └── 心",⿰⿳𠂊田一⿱田心,,,,,5015,tai," 1. Mang cá, go.<br>"
娣,"女, 丷, 弓, 丨, 丿",wife of a younger brother,dì,"娣
├── 女
└── 弟
    ├── 丷
    └── 𢎨
        ├── 弔
        │   ├── 弓
        │   └── 丨
        └── ㇒",⿰女⿱丷⿹⿻弓丨丿,,,,,5016,đễ|đệ," 1. Em gái, đời xưa chị ả đi lấy chồng cho em đi bồi gọi, là đễ. <br>2. Một âm là đệ. Vợ anh gọi là tự phụ 姒婦, vợ em gọi là đệ phụ 娣婦.<br>"
瘁,"疒, 亠, 人, 十","care-worn, distressed, tired, overworked, sick, weary",cuì,"瘁
├── 疒
└── 卒
    ├── 亠
    └── 38261
        ├── 从
        │   └── 人
        └── 十",⿸疒⿱⿱亠⿰人人十,,,,,5017,tụy," 1. Ốm, nhọc mệt.<br>"
苷,"艹, 甘","licorice, glycoside",gān,"苷
├── 艹
└── 甘",⿱艹甘,,,,,5018,#N/A,#N/A
甓,"尸, 口, 立, 十, 瓦",glazed tile,pì,"甓
├── 辟
│   ├── 𡰪
│   │   ├── 尸
│   │   └── 口
│   └── 辛
└── 瓦",⿱⿰⿸尸口⿱立十瓦,,,,,5019,bích, 1. Gạch to.<br>
蛎,"虫, 厂, 一, 丿, 𠃌",Oyster,lì,"蛎
├── 虫
└── 厉
    ├── 厂
    └── 万
        ├── 一
        └── 37184
            ├── 丿
            └── ㇆",⿰虫⿸厂⿱一⿰丿𠃌,① ten thousand men in a cave 厲/厉 opening oysters in order to get the snake-like creature 虫 out,,,,5020,lệ," 1. Mẫu lệ 牡蠣 con hầu, vỏ nó gọi là lệ phòng 蠣房, thịt gọi là lệ hoàng 蠣黃, người phương nam lại gọi là hào 蠔. Tục gọi là hào sơn 蠔山, vỏ nung vôi gọi là lệ phấn 蠣粉.<br>"
摒,"扌, 尸, 丷, 一, 廾","to discard, to get rid of",bìng,"摒
├── 扌
└── 屏
    ├── 尸
    └── 并
        ├── 丷
        └── 开
            ├── 一
            └── 廾",⿰扌⿸尸⿱丷⿱一廾,,,,,5021,bính," 1. Bỏ, ruồng đuổi. <br>2. Bính đương 摒擋 thu nhặt.<br>"
臃,"月, 亠, 乡, 隹",see 臃腫|臃肿[yong1 zhong3],yōng,"臃
├── 月
└── 雍
    ├── 亠
    └── 37448
        ├── 乡
        │   ├── 99836
        │   │   └── ㇛
        │   └── 丿
        └── 隹",⿰月⿱亠⿰乡隹,,,,,5022,#N/A,#N/A
匦,"匚, 车, 九",small box,guǐ,"匦
├── 匚
└── 轨
    ├── 车
    └── 九
        ├── 丿
        └── ㇈",⿷匚⿰车九,,,,,5023,quỹ, 1. Cái hòm. Bây giờ bỏ phiếu bầu các người ra làm việc công gọi là đầu quỹ 投匭 nghĩa là bỏ vé vào trong cái hòm.<br>
锰,"钅, 子, 皿",manganese (chemistry),měng,"锰
├── 钅
└── 孟
    ├── 子
    └── 皿",⿰钅⿱子皿,,,,,5024,mạnh," 1. Một nguyên chất loài kim thuộc về hóa học, dùng làm men đúc pha lê và đồ sứ (Manganese, Mn).<br>"
鹩,"大, 丷, 日, 小, 一",eastern wren,liáo,"鹩
├── 尞
│   ├── 𡗜
│   │   ├── 大
│   │   └── 丷
│   └── 37186
│       ├── 日
│       └── 小
└── 鸟",⿰⿱⿱⿻大丷日小⿹&CDP-8964;一,,,,,5025,liêu, 1. Xem chữ tiêu 鷦.<br>
龆,"齿, 刀, 口","shed the milk teeth, young",tiáo,"龆
├── 齿
└── 召
    ├── 刀
    └── 口",⿰齿⿱刀口,,,,,5026,điều, 1. Ðiều sấn 齠齔. Xem chữ sấn 齔.<br>
蘧,"艹, 辶, 虍, 豕","Dianthus superbus, surname Qu","qú, Qú","蘧
├── 艹
└── 遽
    ├── 辶
    └── 豦
        ├── 虍
        └── 豕",⿱艹⿺辶⿸虍豕,,,,,5027,cừ," 1. Cừ mạch 蘧麥 một thứ cỏ, có hạt như hạt thóc, dùng làm thuốc. <br>2. Cừ cừ 蘧蘧 nhơn nhơn tự đắc, kinh động, ngạc nhiên. Trang Tử 莊子. Tích giả Trang Chu mộng vi hồ điệp, hủ hủ nhiên hồ điệp dã. Tự dụ thích chí dữ ! bất tri Chu dã. Nga nhiên giác, tắc cừ cừ nhiên Chu dã. Bất tri Chu chi mộng vi hồ điệp dư, hồ điệp chi mộng vi Chu dư ? Chu dữ hồ điệp, tắc tất hữu phân hĩ. Thử chi vị Vật hóa. 昔者莊周夢爲胡蝶，栩栩然胡蝶也。自喻適志與！不知周也。俄然覺，則蘧蘧然 周也。不知周之夢爲胡蝶與，胡蝶之夢爲周與？周與胡蝶，則必有分矣。此之謂物化 (Tề Vật luận 齊物論) Xưa Trang Chu chiêm bao làm bướm, phấp phới là bướm thật. Tự thấy thích chăng, chẳng biết đến Chu nữa. Thoắt mà thức dậy, thì thù lù là Chu. Không biết Chu chiêm bao làm bướm chăng, bướm chiêm bao làm Chu chăng ? Chu cùng bướm thì có phân biệt rồi. Ấy thế gọi là Vật hóa. <br>3. Cùng nghĩa với chữ cù 瞿.<br>"
